Lateness_t2;Assembly_t2;Total_t2;CycleTime_t2;Consumab_t2;Material_t2;InDueTotal_t2;Lateness_t1;Assembly_t1;Total_t1;CycleTime_t1;Consumab_t1;Material_t1;InDueTotal_t1;Lateness_t0;Assembly_t0;Total_t0;Consumab_t0;Material_t0;InDueTotal_t0;CycleTime_t0
-1076.237864;4.138354671;412;1321.565534;19980.16964;3204338.441;412;-1073.147971;4.133780919;419;1323.362768;19974.93829;3211951.562;419;-1070.294393;4.15492041;428;19979.30363;3205788.473;428;1328.105263
-1073.147971;4.133780919;419;1323.362768;19974.93829;3211951.562;419;-1070.294393;4.15492041;428;1325.392523;19979.30363;3205788.473;428;-1067.569794;4.128886058;437;19981.61302;3209655.933;437;1328.69457
-1070.294393;4.15492041;428;1325.392523;19979.30363;3205788.473;428;-1067.569794;4.128886058;437;1328.105263;19981.61302;3209655.933;437;-1066.332579;4.141954072;442;19987.93875;3211003.091;442;1326.511161
-1067.569794;4.128886058;437;1328.105263;19981.61302;3209655.933;437;-1066.332579;4.141954072;442;1328.69457;19987.93875;3211003.091;442;-1067.299107;4.111854322;448;19934.10239;3209398.214;448;1323.867102
-1066.332579;4.141954072;442;1328.69457;19987.93875;3211003.091;442;-1067.299107;4.111854322;448;1326.511161;19934.10239;3209398.214;448;-1068.180828;4.108855392;459;19990.84306;3214291.807;459;1323.750538
-1067.299107;4.111854322;448;1326.511161;19934.10239;3209398.214;448;-1068.180828;4.108855392;459;1323.867102;19990.84306;3214291.807;459;-1068.64086;4.111757397;465;19980.15887;3212342.717;465;1322.463002
-1068.180828;4.108855392;459;1323.867102;19990.84306;3214291.807;459;-1068.64086;4.111757397;465;1323.750538;19980.15887;3212342.717;465;-1068.530655;4.123208631;473;19961.44801;3211500.43;473;1322.84375
-1068.64086;4.111757397;465;1323.750538;19980.15887;3212342.717;465;-1068.530655;4.123208631;473;1322.463002;19961.44801;3211500.43;473;-1067.8875;4.118604754;480;19986.07054;3212685.072;480;1321.608607
-1068.530655;4.123208631;473;1322.463002;19961.44801;3211500.43;473;-1067.8875;4.118604754;480;1322.84375;19986.07054;3212685.072;480;-1069.071721;4.107707031;488;19988.60909;3212894.686;488;1317.429435
-1067.8875;4.118604754;480;1322.84375;19986.07054;3212685.072;480;-1069.071721;4.107707031;488;1321.608607;19988.60909;3212894.686;488;-1070.925403;4.078015696;496;19980.24166;3211273.617;496;1314.433134
-1069.071721;4.107707031;488;1321.608607;19988.60909;3212894.686;488;-1070.925403;4.078015696;496;1317.429435;19980.24166;3211273.617;496;-1073.145709;4.084262387;501;19963.09;3215053.827;501;1312.068627
-1070.925403;4.078015696;496;1317.429435;19980.24166;3211273.617;496;-1073.145709;4.084262387;501;1314.433134;19963.09;3215053.827;501;-1075.462745;4.088059861;510;19988.29941;3207914.319;510;1308.494208
-1073.145709;4.084262387;501;1314.433134;19963.09;3215053.827;501;-1075.462745;4.088059861;510;1312.068627;19988.29941;3207914.319;510;-1077.627413;4.072122122;518;19988.19578;3214520.037;518;1309.124046
-1075.462745;4.088059861;510;1312.068627;19988.29941;3207914.319;510;-1077.627413;4.072122122;518;1308.494208;19988.19578;3214520.037;518;-1076.400763;4.084301272;524;19979.98285;3207464.646;524;1310.131086
-1077.627413;4.072122122;518;1308.494208;19988.19578;3214520.037;518;-1076.400763;4.084301272;524;1309.124046;19979.98285;3207464.646;524;-1075.181648;4.096056757;534;19960.7646;3197302.164;534;1310.219739
-1076.400763;4.084301272;524;1309.124046;19979.98285;3207464.646;524;-1075.181648;4.096056757;534;1310.131086;19960.7646;3197302.164;534;-1075.607076;4.112294699;537;19988.67812;3209461.242;537;1305.349265
-1075.181648;4.096056757;534;1310.131086;19960.7646;3197302.164;534;-1075.607076;4.112294699;537;1310.219739;19988.67812;3209461.242;537;-1079.053309;4.119568099;544;19979.71704;3209760.566;544;1300.861314
-1075.607076;4.112294699;537;1310.219739;19988.67812;3209461.242;537;-1079.053309;4.119568099;544;1305.349265;19979.71704;3209760.566;544;-1082.211679;4.118397634;548;19988.70951;3207981.489;548;1295.466546
-1079.053309;4.119568099;544;1305.349265;19979.71704;3209760.566;544;-1082.211679;4.118397634;548;1300.861314;19988.70951;3207981.489;548;-1086.506329;4.14846062;553;19967.53383;3212001.789;553;1291.242857
-1082.211679;4.118397634;548;1300.861314;19988.70951;3207981.489;548;-1086.506329;4.14846062;553;1295.466546;19967.53383;3212001.789;553;-1091.521429;4.1565876;560;19971.17502;3212892.237;560;1287.391534
-1086.506329;4.14846062;553;1295.466546;19967.53383;3212001.789;553;-1091.521429;4.1565876;560;1291.242857;19971.17502;3212892.237;560;-1095.273369;4.170535466;567;19986.12902;3216573.075;567;1284.605217
-1091.521429;4.1565876;560;1291.242857;19971.17502;3212892.237;560;-1095.273369;4.170535466;567;1287.391534;19986.12902;3216573.075;567;-1098.413913;4.175192157;575;19986.2835;3217316.061;575;1281.396907
-1095.273369;4.170535466;567;1287.391534;19986.12902;3216573.075;567;-1098.413913;4.175192157;575;1284.605217;19986.2835;3217316.061;575;-1102.089347;4.181300872;582;19974.08336;3215984.79;582;1278.625424
-1098.413913;4.175192157;575;1284.605217;19986.2835;3217316.061;575;-1102.089347;4.181300872;582;1281.396907;19974.08336;3215984.79;582;-1104.30339;4.184505508;590;19967.4353;3210827.632;590;1279.42953
-1102.089347;4.181300872;582;1281.396907;19974.08336;3215984.79;582;-1104.30339;4.184505508;590;1278.625424;19967.4353;3210827.632;590;-1106.013423;4.193398437;596;19954.53939;3208992.589;596;1276.54485
-1104.30339;4.184505508;590;1278.625424;19967.4353;3210827.632;590;-1106.013423;4.193398437;596;1279.42953;19954.53939;3208992.589;596;-1107.975083;4.193889279;602;19978.17402;3210851.403;602;1272.99018
-1106.013423;4.193398437;596;1279.42953;19954.53939;3208992.589;596;-1107.975083;4.193889279;602;1276.54485;19978.17402;3210851.403;602;-1110.613748;4.174059606;611;19971.22374;3208726.491;611;1275.919225
-1107.975083;4.193889279;602;1276.54485;19978.17402;3210851.403;602;-1110.613748;4.174059606;611;1272.99018;19971.22374;3208726.491;611;-1109.394184;4.154781708;619;19942.70171;3213854.609;619;1282.535658
-1110.613748;4.174059606;611;1272.99018;19971.22374;3208726.491;611;-1109.394184;4.154781708;619;1275.919225;19942.70171;3213854.609;619;-1103.645008;4.158193841;631;19973.1506;3208955.053;631;1287.973354
-1109.394184;4.154781708;619;1275.919225;19942.70171;3213854.609;619;-1103.645008;4.158193841;631;1282.535658;19973.1506;3208955.053;631;-1098.971787;4.15865289;638;19974.97363;3210107.84;638;1297.114551
-1103.645008;4.158193841;631;1282.535658;19973.1506;3208955.053;631;-1098.971787;4.15865289;638;1287.973354;19974.97363;3210107.84;638;-1089.989164;4.150063276;646;19963.24031;3214704.087;646;1309.911315
-1098.971787;4.15865289;638;1287.973354;19974.97363;3210107.84;638;-1089.989164;4.150063276;646;1297.114551;19963.24031;3214704.087;646;-1076.634557;4.136645504;654;19976.50782;3201518.091;649;1325.226727
-1089.989164;4.150063276;646;1297.114551;19963.24031;3214704.087;646;-1076.634557;4.136645504;654;1309.911315;19976.50782;3201518.091;649;-1059.83033;4.128341905;666;19971.93961;3211946.939;659;1332.135417
-1076.634557;4.136645504;654;1309.911315;19976.50782;3201518.091;649;-1059.83033;4.128341905;666;1325.226727;19971.93961;3211946.939;659;-1053.171131;4.12235771;672;19966.17482;3211172.44;665;1339.148748
-1059.83033;4.128341905;666;1325.226727;19971.93961;3211946.939;659;-1053.171131;4.12235771;672;1332.135417;19966.17482;3211172.44;665;-1047.584683;4.117820897;679;19978.15876;3211472.918;672;1341.84157
-1053.171131;4.12235771;672;1332.135417;19966.17482;3211172.44;665;-1047.584683;4.117820897;679;1339.148748;19978.15876;3211472.918;672;-1042.40407;4.127130156;688;19984.21674;3208069.737;681;1347.697708
-1047.584683;4.117820897;679;1339.148748;19978.15876;3211472.918;672;-1042.40407;4.127130156;688;1341.84157;19984.21674;3208069.737;681;-1035.402579;4.132590625;698;19975.99622;3209799.159;691;1350.701705
-1042.40407;4.127130156;688;1341.84157;19984.21674;3208069.737;681;-1035.402579;4.132590625;698;1347.697708;19975.99622;3209799.159;691;-1030.586648;4.138321988;704;19980.92188;3215006.078;697;1350.874294
-1035.402579;4.132590625;698;1347.697708;19975.99622;3209799.159;691;-1030.586648;4.138321988;704;1350.701705;19980.92188;3215006.078;697;-1029.687853;4.134099469;708;19930.85518;3209011.176;701;1350.372028
-1030.586648;4.138321988;704;1350.701705;19980.92188;3215006.078;697;-1029.687853;4.134099469;708;1350.874294;19930.85518;3209011.176;701;-1030.46993;4.14271157;715;19971.69798;3208656.886;708;1348.394444
-1029.687853;4.134099469;708;1350.874294;19930.85518;3209011.176;701;-1030.46993;4.14271157;715;1350.372028;19971.69798;3208656.886;708;-1032.184722;4.1398123;720;19985.70719;3218059.234;713;1346.858711
-1030.46993;4.14271157;715;1350.372028;19971.69798;3208656.886;708;-1032.184722;4.1398123;720;1348.394444;19985.70719;3218059.234;713;-1034.846365;4.127280456;729;19982.21848;3213058.899;722;1347.896879
-1032.184722;4.1398123;720;1348.394444;19985.70719;3218059.234;713;-1034.846365;4.127280456;729;1346.858711;19982.21848;3213058.899;722;-1034.253731;4.140291961;737;19973.29789;3213333.225;730;1345.50672
-1034.846365;4.127280456;729;1346.858711;19982.21848;3213058.899;722;-1034.253731;4.140291961;737;1347.896879;19973.29789;3213333.225;730;-1035.573925;4.149693341;744;19980.87276;3210350.954;737;1344.965241
-1034.253731;4.140291961;737;1347.896879;19973.29789;3213333.225;730;-1035.573925;4.149693341;744;1345.50672;19980.87276;3210350.954;737;-1037.622995;4.149477045;748;19985.03016;3210630.216;741;1341.747676
-1035.573925;4.149693341;744;1345.50672;19980.87276;3210350.954;737;-1037.622995;4.149477045;748;1344.965241;19985.03016;3210630.216;741;-1040.970784;4.141649178;753;19985.67285;3217951.669;746;1339.454068
-1037.622995;4.149477045;748;1344.965241;19985.03016;3210630.216;741;-1040.970784;4.141649178;753;1341.747676;19985.67285;3217951.669;746;-1042.956693;4.135630303;762;19970.41377;3208079.945;755;1339.879064
-1040.970784;4.141649178;753;1341.747676;19985.67285;3217951.669;746;-1042.956693;4.135630303;762;1339.454068;19970.41377;3208079.945;755;-1043.950585;4.12645458;769;19980.91698;3213098.085;762;1339.024516
-1042.956693;4.135630303;762;1339.454068;19970.41377;3208079.945;755;-1043.950585;4.12645458;769;1339.879064;19980.91698;3213098.085;762;-1044.452903;4.119942894;775;19979.89777;3212389.227;768;1340.076142
-1043.950585;4.12645458;769;1339.879064;19980.91698;3213098.085;762;-1044.452903;4.119942894;775;1339.024516;19979.89777;3212389.227;768;-1042.728426;4.11985177;788;19971.53532;3214984.7;781;1345.060302
-1044.452903;4.119942894;775;1339.024516;19979.89777;3212389.227;768;-1042.728426;4.11985177;788;1340.076142;19971.53532;3214984.7;781;-1038.798995;4.134001645;796;19978.27514;3214066.975;789;1345.457036
-1042.728426;4.11985177;788;1340.076142;19971.53532;3214984.7;781;-1038.798995;4.134001645;796;1345.060302;19978.27514;3214066.975;789;-1038.310087;4.128981975;803;19983.81709;3213209.21;796;1345.324224
-1038.798995;4.134001645;796;1345.060302;19978.27514;3214066.975;789;-1038.310087;4.128981975;803;1345.457036;19983.81709;3213209.21;796;-1038.652174;4.123175467;805;19978.8608;3212437.33;798;1343.584767
-1038.310087;4.128981975;803;1345.457036;19983.81709;3213209.21;796;-1038.652174;4.123175467;805;1345.324224;19978.8608;3212437.33;798;-1038.859951;4.123128561;814;19980.91182;3213785.002;807;1340.96472
-1038.652174;4.123175467;805;1345.324224;19978.8608;3212437.33;798;-1038.859951;4.123128561;814;1343.584767;19980.91182;3213785.002;807;-1041.139903;4.142623234;822;19983.46204;3215785.505;815;1340.03753
-1038.859951;4.123128561;814;1343.584767;19980.91182;3213785.002;807;-1041.139903;4.142623234;822;1340.96472;19983.46204;3215785.505;815;-1042.12954;4.137197479;826;19975.47276;3213258.816;819;1336.985646
-1041.139903;4.142623234;822;1340.96472;19983.46204;3215785.505;815;-1042.12954;4.137197479;826;1340.03753;19975.47276;3213258.816;819;-1044.388756;4.151534028;836;19961.02934;3216694.024;829;1334.932224
-1042.12954;4.137197479;826;1340.03753;19975.47276;3213258.816;819;-1044.388756;4.151534028;836;1336.985646;19961.02934;3216694.024;829;-1045.93698;4.147813533;841;19981.89951;3215710.694;834;1332.226682
-1044.388756;4.151534028;836;1336.985646;19961.02934;3216694.024;829;-1045.93698;4.147813533;841;1334.932224;19981.89951;3215710.694;834;-1048.472255;4.1529118;847;19979.40035;3214976.245;840;1331.940351
-1045.93698;4.147813533;841;1334.932224;19981.89951;3215710.694;834;-1048.472255;4.1529118;847;1332.226682;19979.40035;3214976.245;840;-1050.243275;4.147780064;855;19965.95252;3210134.921;848;1331.678654
-1048.472255;4.1529118;847;1332.226682;19979.40035;3214976.245;840;-1050.243275;4.147780064;855;1331.940351;19965.95252;3210134.921;848;-1050.693735;4.143309896;862;19966.79741;3214312.057;855;1333.136
-1050.243275;4.147780064;855;1331.940351;19965.95252;3210134.921;848;-1050.693735;4.143309896;862;1331.678654;19966.79741;3214312.057;855;-1049.36;4.146514333;875;19981.12701;3214110.592;868;1333.588168
-1050.693735;4.143309896;862;1331.678654;19966.79741;3214312.057;855;-1049.36;4.146514333;875;1333.136;19981.12701;3214110.592;868;-1049.591581;4.156706267;879;19957.89485;3215900.681;872;1333.232163
-1049.36;4.146514333;875;1333.136;19981.12701;3214110.592;868;-1049.591581;4.156706267;879;1333.588168;19957.89485;3215900.681;872;-1050.210646;4.158996883;883;19983.36486;3214939.688;876;1329.94843
-1049.591581;4.156706267;879;1333.588168;19957.89485;3215900.681;872;-1050.210646;4.158996883;883;1333.232163;19983.36486;3214939.688;876;-1052.882287;4.160845947;892;19979.0124;3217483.651;885;1329.457175
-1050.210646;4.158996883;883;1333.232163;19983.36486;3214939.688;876;-1052.882287;4.160845947;892;1329.94843;19979.0124;3217483.651;885;-1054.067853;4.148793282;899;19972.4693;3214795.246;892;1327.843094
-1052.882287;4.160845947;892;1329.94843;19979.0124;3217483.651;885;-1054.067853;4.148793282;899;1329.457175;19972.4693;3214795.246;892;-1055.250829;4.162002083;905;19975.14249;3214235.132;898;1325.066886
-1054.067853;4.148793282;899;1329.457175;19972.4693;3214795.246;892;-1055.250829;4.162002083;905;1327.843094;19975.14249;3214235.132;898;-1057.432018;4.16685027;912;19956.98576;3210534.122;905;1322.183406
-1055.250829;4.162002083;905;1327.843094;19975.14249;3214235.132;898;-1057.432018;4.16685027;912;1325.066886;19956.98576;3210534.122;905;-1058.856987;4.172046402;916;19978.63846;3204071.966;909;1320.474429
-1057.432018;4.16685027;912;1325.066886;19956.98576;3210534.122;905;-1058.856987;4.172046402;916;1322.183406;19978.63846;3204071.966;909;-1060.606094;4.188072368;919;19975.4097;3215398.551;912;1319.111593
-1058.856987;4.172046402;916;1322.183406;19978.63846;3204071.966;909;-1060.606094;4.188072368;919;1320.474429;19975.4097;3215398.551;912;-1062.743229;4.179330535;923;19967.57948;3216157.632;916;1316.93959
-1060.606094;4.188072368;919;1320.474429;19975.4097;3215398.551;912;-1062.743229;4.179330535;923;1319.111593;19967.57948;3216157.632;916;-1064.903991;4.187034182;927;19977.57187;3213741.789;920;1317.395101
-1062.743229;4.179330535;923;1319.111593;19967.57948;3216157.632;916;-1064.903991;4.187034182;927;1316.93959;19977.57187;3213741.789;920;-1065.095847;4.179789445;939;19972.12903;3214844.939;932;1324.121849
-1064.903991;4.187034182;927;1316.93959;19977.57187;3213741.789;920;-1065.095847;4.179789445;939;1317.395101;19972.12903;3214844.939;932;-1058.247899;4.180614964;952;19969.9406;3212976.643;945;1335.244283
-1065.095847;4.179789445;939;1317.395101;19972.12903;3214844.939;932;-1058.247899;4.180614964;952;1324.121849;19969.9406;3212976.643;945;-1048.93763;4.169813783;962;19979.85528;3217931.57;952;1340.877193
-1058.247899;4.180614964;952;1324.121849;19969.9406;3212976.643;945;-1048.93763;4.169813783;962;1335.244283;19979.85528;3217931.57;952;-1044.578947;4.159139913;969;19980.7882;3210271.948;959;1346.937628
-1048.93763;4.169813783;962;1335.244283;19979.85528;3217931.57;952;-1044.578947;4.159139913;969;1340.877193;19980.7882;3210271.948;959;-1037.599182;4.145897545;978;19982.00532;3212518.977;967;1349.327902
-1044.578947;4.159139913;969;1340.877193;19980.7882;3210271.948;959;-1037.599182;4.145897545;978;1346.937628;19982.00532;3212518.977;967;-1035.98167;4.139090721;982;19977.0057;3214407.905;971;1351.966734
-1037.599182;4.145897545;978;1346.937628;19982.00532;3212518.977;967;-1035.98167;4.139090721;982;1349.327902;19977.0057;3214407.905;971;-1033.131048;4.135606221;992;19970.60792;3213033.413;981;1352.758
-1035.98167;4.139090721;982;1349.327902;19977.0057;3214407.905;971;-1033.131048;4.135606221;992;1351.966734;19970.60792;3213033.413;981;-1031.776;4.132044799;1000;19976.66694;3213272.465;989;1353.229312
-1033.131048;4.135606221;992;1351.966734;19970.60792;3213033.413;981;-1031.776;4.132044799;1000;1352.758;19976.66694;3213272.465;989;-1031.92323;4.126459129;1003;19976.57407;3213692.34;992;1352.156436
-1031.776;4.132044799;1000;1352.758;19976.66694;3213272.465;989;-1031.92323;4.126459129;1003;1353.229312;19976.57407;3213692.34;992;-1033.086139;4.117676365;1010;19979.34554;3212474.54;999;1350.911591
-1031.92323;4.126459129;1003;1353.229312;19976.57407;3213692.34;992;-1033.086139;4.117676365;1010;1352.156436;19979.34554;3212474.54;999;-1033.30943;4.117872146;1018;19953.14892;3207915.218;1007;1349.259259
-1033.086139;4.117676365;1010;1352.156436;19979.34554;3212474.54;999;-1033.30943;4.117872146;1018;1350.911591;19953.14892;3207915.218;1007;-1033.407407;4.135533305;1026;19952.78277;3209894.918;1015;1349.412959
-1033.30943;4.117872146;1018;1350.911591;19953.14892;3207915.218;1007;-1033.407407;4.135533305;1026;1349.259259;19952.78277;3209894.918;1015;-1032.309478;4.123669482;1034;19979.68981;3215870.697;1023;1351.491363
-1033.407407;4.135533305;1026;1349.259259;19952.78277;3209894.918;1015;-1032.309478;4.123669482;1034;1349.412959;19979.68981;3215870.697;1023;-1030.415547;4.127297749;1042;19980.26381;3213284.416;1031;1359.510397
-1032.309478;4.123669482;1034;1349.412959;19979.68981;3215870.697;1023;-1030.415547;4.127297749;1042;1351.491363;19980.26381;3213284.416;1031;-1021.44896;4.113120694;1058;19973.75684;3208004.679;1047;1365.823805
-1030.415547;4.127297749;1042;1351.491363;19980.26381;3213284.416;1031;-1021.44896;4.113120694;1058;1359.510397;19973.75684;3208004.679;1047;-1014.803187;4.09915218;1067;19973.39335;3213145.846;1056;1367.62465
-1021.44896;4.113120694;1058;1359.510397;19973.75684;3208004.679;1047;-1014.803187;4.09915218;1067;1365.823805;19973.39335;3213145.846;1056;-1012.963585;4.11232182;1071;19969.20879;3218055.093;1060;1368.952646
-1014.803187;4.09915218;1067;1365.823805;19973.39335;3213145.846;1056;-1012.963585;4.11232182;1071;1367.62465;19969.20879;3218055.093;1060;-1011.640669;4.111862337;1077;19952.01194;3215929.511;1066;1368.814747
-1012.963585;4.11232182;1071;1367.62465;19969.20879;3218055.093;1060;-1011.640669;4.111862337;1077;1368.952646;19952.01194;3215929.511;1066;-1011.231336;4.098741748;1085;19943.97747;3216769.052;1074;1369.355963
-1011.640669;4.111862337;1077;1368.952646;19952.01194;3215929.511;1066;-1011.231336;4.098741748;1085;1368.814747;19943.97747;3216769.052;1074;-1009.86055;4.118800941;1090;19980.02696;3216100.244;1079;1369.033728
-1011.231336;4.098741748;1085;1368.814747;19943.97747;3216769.052;1074;-1009.86055;4.118800941;1090;1369.355963;19980.02696;3216100.244;1079;-1010.671832;4.099725628;1097;19978.02747;3213044.427;1086;1369.424188
-1009.86055;4.118800941;1090;1369.355963;19980.02696;3216100.244;1079;-1010.671832;4.099725628;1097;1369.033728;19978.02747;3213044.427;1086;-1007.976534;4.099179472;1108;19952.34602;3217736.044;1097;1372.0287
-1010.671832;4.099725628;1097;1369.033728;19978.02747;3213044.427;1086;-1007.976534;4.099179472;1108;1369.424188;19952.34602;3217736.044;1097;-1005.758744;4.093259296;1115;19968.82971;3215416.537;1104;1372.619768
-1007.976534;4.099179472;1108;1369.424188;19952.34602;3217736.044;1097;-1005.758744;4.093259296;1115;1372.0287;19968.82971;3215416.537;1104;-1003.922529;4.081411622;1123;19966.40385;3205087.762;1112;1376.844385
-1005.758744;4.093259296;1115;1372.0287;19968.82971;3215416.537;1104;-1003.922529;4.081411622;1123;1372.619768;19966.40385;3205087.762;1112;-1000.150309;4.07295944;1131;19970.90195;3210236.424;1120;1380.725679
-1003.922529;4.081411622;1123;1372.619768;19966.40385;3205087.762;1112;-1000.150309;4.07295944;1131;1376.844385;19970.90195;3210236.424;1120;-995.6836109;4.076670031;1141;19978.44632;3216718.706;1130;1387.663194
-1000.150309;4.07295944;1131;1376.844385;19970.90195;3210236.424;1120;-995.6836109;4.076670031;1141;1380.725679;19978.44632;3216718.706;1130;-988.8151042;4.077552148;1152;19966.26025;3216352.873;1141;1388.749135
-995.6836109;4.076670031;1141;1380.725679;19978.44632;3216718.706;1130;-988.8151042;4.077552148;1152;1387.663194;19966.26025;3216352.873;1141;-987.6133218;4.076761439;1156;19970.02136;3216800.721;1145;1389.187769
-988.8151042;4.077552148;1152;1387.663194;19966.26025;3216352.873;1141;-987.6133218;4.076761439;1156;1388.749135;19970.02136;3216800.721;1145;-987.6055125;4.078743648;1161;19968.17269;3215722.863;1150;1388.201371
-987.6133218;4.076761439;1156;1388.749135;19970.02136;3216800.721;1145;-987.6055125;4.078743648;1161;1389.187769;19968.17269;3215722.863;1150;-987.9554413;4.072013194;1167;19978.18152;3210374.587;1156;1387.424552
-987.6055125;4.078743648;1161;1389.187769;19968.17269;3215722.863;1150;-987.9554413;4.072013194;1167;1388.201371;19978.18152;3210374.587;1156;-988.6768968;4.080977284;1173;19957.61841;3212673.48;1162;1387.261643
-1478;5.040446429;12;825.25;19609.39711;3103201.39;12;-1378.695652;4.754653646;23;1055.652174;19796.00235;3123917.854;23;-1328.933333;4.531353009;30;19818.43938;3130086.458;30;1158.153846
-1378.695652;4.754653646;23;1055.652174;19796.00235;3123917.854;23;-1328.933333;4.531353009;30;1095.633333;19818.43938;3130086.458;30;-1249.74359;4.413566667;39;19946.74915;3100341.864;39;1277.36
-1328.933333;4.531353009;30;1095.633333;19818.43938;3130086.458;30;-1249.74359;4.413566667;39;1158.153846;19946.74915;3100341.864;39;-1120.18;4.246229167;50;19945.65384;3120011.629;50;1360.344828
-1249.74359;4.413566667;39;1158.153846;19946.74915;3100341.864;39;-1120.18;4.246229167;50;1277.36;19945.65384;3120011.629;50;-1046;4.285979167;58;19995.07306;3161143.589;58;1401.369231
-1120.18;4.246229167;50;1277.36;19945.65384;3120011.629;50;-1046;4.285979167;58;1360.344828;19995.07306;3161143.589;58;-1021.569231;4.15561859;65;19859.00718;3156282.257;65;1436.851351
-1046;4.285979167;58;1360.344828;19995.07306;3161143.589;58;-1021.569231;4.15561859;65;1401.369231;19859.00718;3156282.257;65;-992.4594595;4.206008185;74;19891.15109;3205939.2;74;1437.620253
-1021.569231;4.15561859;65;1401.369231;19859.00718;3156282.257;65;-992.4594595;4.206008185;74;1436.851351;19891.15109;3205939.2;74;-995.0886076;4.191719444;79;19860.65845;3175278.424;79;1417.646341
-992.4594595;4.206008185;74;1436.851351;19891.15109;3205939.2;74;-995.0886076;4.191719444;79;1437.620253;19860.65845;3175278.424;79;-1003.731707;4.11288151;82;19818.34355;3161597.805;82;1413.358696
-995.0886076;4.191719444;79;1437.620253;19860.65845;3175278.424;79;-1003.731707;4.11288151;82;1417.646341;19818.34355;3161597.805;82;-1021.119565;4.069139706;92;19914.56309;3158386.389;92;1401.464646
-1003.731707;4.11288151;82;1417.646341;19818.34355;3161597.805;82;-1021.119565;4.069139706;92;1413.358696;19914.56309;3158386.389;92;-1036.808081;4.059146412;99;19842.69704;3174587.702;99;1385.590476
-1021.119565;4.069139706;92;1413.358696;19914.56309;3158386.389;92;-1036.808081;4.059146412;99;1401.464646;19842.69704;3174587.702;99;-1046.533333;4.190570724;105;19976.79397;3200870.376;105;1384.696429
-1036.808081;4.059146412;99;1401.464646;19842.69704;3174587.702;99;-1046.533333;4.190570724;105;1385.590476;19976.79397;3200870.376;105;-1055.080357;4.258736458;112;19890.2196;3180419.295;112;1378.221239
-1046.533333;4.190570724;105;1385.590476;19976.79397;3200870.376;105;-1055.080357;4.258736458;112;1384.696429;19890.2196;3180419.295;112;-1060.433628;4.156435516;113;19984.46774;3198280.241;113;1367.333333
-1055.080357;4.258736458;112;1384.696429;19890.2196;3180419.295;112;-1060.433628;4.156435516;113;1378.221239;19984.46774;3198280.241;113;-1077.544715;4.199965909;123;19917.7024;3207129.897;123;1371.507576
-1060.433628;4.156435516;113;1378.221239;19984.46774;3198280.241;113;-1077.544715;4.199965909;123;1367.333333;19917.7024;3207129.897;123;-1065.75;4.26197962;132;19993.46058;3206170.807;132;1368.066176
-1077.544715;4.199965909;123;1367.333333;19917.7024;3207129.897;123;-1065.75;4.26197962;132;1371.507576;19993.46058;3206170.807;132;-1070.044118;4.188895833;136;19920.57768;3179985.762;136;1369.013793
-1065.75;4.26197962;132;1371.507576;19993.46058;3206170.807;132;-1070.044118;4.188895833;136;1368.066176;19920.57768;3179985.762;136;-1065.696552;4.201489583;145;19944.32201;3183863.472;145;1387.641026
-1070.044118;4.188895833;136;1368.066176;19920.57768;3179985.762;136;-1065.696552;4.201489583;145;1369.013793;19944.32201;3183863.472;145;-1040.846154;4.170919872;156;19958.22595;3172023.557;156;1409.006135
-1065.696552;4.201489583;145;1369.013793;19944.32201;3183863.472;145;-1040.846154;4.170919872;156;1387.641026;19958.22595;3172023.557;156;-1024.650307;4.171736497;163;19974.94276;3193845.887;163;1413.619048
-1040.846154;4.170919872;156;1387.641026;19958.22595;3172023.557;156;-1024.650307;4.171736497;163;1409.006135;19974.94276;3193845.887;163;-1014.654762;4.179884673;168;19851.3558;3169592.984;168;1410.183908
-1024.650307;4.171736497;163;1409.006135;19974.94276;3193845.887;163;-1014.654762;4.179884673;168;1413.619048;19851.3558;3169592.984;168;-1018.741379;4.225291667;174;19991.95434;3196849.193;174;1397.127778
-1014.654762;4.179884673;168;1413.619048;19851.3558;3169592.984;168;-1018.741379;4.225291667;174;1410.183908;19991.95434;3196849.193;174;-1027.055556;4.179609028;180;19946.82962;3188617.081;180;1394.021164
-1018.741379;4.225291667;174;1410.183908;19991.95434;3196849.193;174;-1027.055556;4.179609028;180;1397.127778;19946.82962;3188617.081;180;-1028.095238;4.12680914;189;19969.10932;3193269.772;189;1399.378788
-1027.055556;4.179609028;180;1397.127778;19946.82962;3188617.081;180;-1028.095238;4.12680914;189;1394.021164;19969.10932;3193269.772;189;-1021.737374;4.121731445;198;19968.5085;3175618.967;198;1417.47343
-1028.095238;4.12680914;189;1394.021164;19969.10932;3193269.772;189;-1021.737374;4.121731445;198;1399.378788;19968.5085;3175618.967;198;-1008.376812;4.098729167;207;19906.08909;3201057.135;207;1429.092593
-1021.737374;4.121731445;198;1399.378788;19968.5085;3175618.967;198;-1008.376812;4.098729167;207;1417.47343;19906.08909;3201057.135;207;-993.6527778;4.063950674;216;19960.65269;3197638.061;216;1437.484305
-1008.376812;4.098729167;207;1417.47343;19906.08909;3201057.135;207;-993.6527778;4.063950674;216;1429.092593;19960.65269;3197638.061;216;-983.4394619;4.012192262;223;19925.22332;3206904.209;223;1440.868421
